customer_id,service_id,purchase_amount,purchase_date
14,2,$9024.79,4/23/2023
54,3,$2391.87,12/27/2022
46,3,$10904.77,1/19/2023
76,4,$10681.60,7/8/2023
89,1,$10229.87,10/20/2022
40,5,$7256.23,5/8/2023
55,5,$7269.16,6/10/2022
37,1,$6948.21,8/31/2022
48,2,$3688.87,11/25/2022
95,5,$5892.63,4/10/2023
85,2,$5049.87,4/17/2023
92,1,$3570.90,10/18/2022
38,3,$7365.03,5/23/2022
33,1,$9686.50,5/19/2023
77,2,$9696.19,6/26/2022
100,4,$9766.73,10/13/2022
20,4,$2263.77,2/8/2023
46,2,$2185.38,4/13/2022
95,3,$3744.92,8/16/2022
93,2,$4082.54,1/13/2023
93,3,$8776.11,10/30/2022
63,2,$2156.76,11/10/2022
84,4,$10041.10,12/7/2022
36,3,$6544.19,11/13/2022
71,3,$5739.46,5/7/2022
6,3,$1724.74,4/4/2022
80,3,$2897.26,1/9/2023
80,2,$10807.31,7/2/2023
42,4,$9135.95,7/30/2022
19,4,$1357.07,6/28/2022
98,4,$8470.60,5/19/2023
44,1,$3188.85,4/9/2023
91,2,$5474.19,6/30/2022
41,4,$7173.83,7/12/2022
45,5,$6471.89,2/26/2023
44,2,$8952.39,8/4/2022
43,4,$7892.67,4/17/2023
65,4,$3791.81,4/21/2022
70,1,$2642.98,7/29/2022
60,2,$6218.28,2/25/2023
85,4,$3063.38,4/20/2023
51,1,$10931.40,9/6/2022
71,2,$1736.40,6/22/2023
36,4,$3009.53,9/18/2022
89,3,$6989.90,12/5/2022
78,3,$4836.54,7/17/2022
62,5,$6621.89,5/12/2022
96,3,$3348.68,5/10/2022
32,5,$5770.11,6/29/2022
97,3,$4050.50,2/11/2023
11,5,$7346.53,8/13/2022
71,5,$2643.62,5/12/2022
37,1,$6379.33,3/16/2023
35,2,$8841.19,6/11/2022
32,4,$10488.86,1/8/2023
24,1,$6810.80,2/8/2023
12,2,$8927.76,10/1/2022
11,4,$8703.40,3/10/2023
81,3,$7116.31,7/8/2023
8,1,$6912.56,12/27/2022
74,5,$8642.89,5/23/2023
17,2,$2685.42,1/7/2023
15,1,$1895.72,1/21/2023
73,2,$3168.01,2/18/2023
2,5,$2671.34,2/20/2023
25,2,$7733.40,9/2/2022
26,3,$4874.40,3/30/2023
38,4,$4823.90,1/22/2023
68,4,$6509.68,7/14/2022
53,3,$4112.17,6/4/2022
4,1,$3475.02,1/7/2023
40,5,$8325.41,10/31/2022
37,1,$1274.02,8/23/2022
98,1,$9239.30,3/18/2023
53,3,$6969.01,10/1/2022
32,4,$4521.76,1/17/2023
53,5,$1658.65,9/26/2022
36,2,$9480.25,2/6/2023
53,1,$7666.15,6/6/2023
28,2,$4231.44,6/15/2023
59,2,$1816.03,5/15/2023
5,1,$2247.66,3/2/2023
61,3,$3000.04,1/26/2023
50,5,$3799.08,6/21/2023
11,3,$2626.88,5/24/2022
59,5,$3304.62,6/8/2022
1,1,$7511.41,8/8/2022
3,1,$9780.58,6/15/2022
33,2,$4252.36,10/18/2022
18,3,$3216.64,5/22/2022
80,4,$8250.34,12/27/2022
42,3,$8934.66,7/20/2022
58,5,$2828.43,5/13/2023
43,2,$6580.19,1/15/2023
76,1,$8820.64,1/13/2023
34,3,$4254.87,4/1/2023
72,3,$2531.51,8/3/2022
23,2,$7824.68,2/12/2023
65,5,$1064.60,10/1/2022
27,2,$7810.41,7/12/2023
53,4,$10567.64,6/3/2022
96,3,$7524.91,12/25/2022
40,2,$10195.06,4/20/2023
35,2,$4823.10,5/16/2022
54,2,$5031.84,5/31/2022
19,5,$7745.68,9/10/2022
34,2,$9773.42,1/10/2023
59,2,$6213.44,5/27/2023
59,5,$2187.47,10/31/2022
12,5,$9697.59,6/24/2023
9,3,$9581.33,10/21/2022
86,3,$11109.45,12/18/2022
44,2,$1428.07,5/19/2022
56,3,$6367.44,5/23/2023
95,2,$2295.63,3/16/2023
20,5,$1095.16,12/2/2022
21,2,$10829.15,11/22/2022
72,2,$10715.84,10/24/2022
49,3,$6907.02,3/27/2023
52,4,$10699.01,10/21/2022
46,4,$8333.67,1/13/2023
65,3,$1101.34,12/2/2022
87,1,$3560.77,12/22/2022
23,1,$7680.72,5/19/2022
46,1,$6629.90,8/11/2022
94,1,$2109.12,1/12/2023
23,1,$2416.42,3/19/2023
15,5,$7361.62,4/4/2022
90,3,$5908.00,11/5/2022
8,4,$10977.44,10/10/2022
23,3,$6611.53,7/23/2022
39,1,$5450.92,5/8/2022
31,4,$3491.73,5/11/2023
80,4,$8234.05,1/4/2023
30,4,$5461.51,8/7/2022
83,1,$1557.95,2/5/2023
8,3,$8227.35,1/4/2023
100,2,$7349.45,6/24/2023
76,4,$1830.13,9/7/2022
22,5,$3878.83,6/3/2023
100,2,$9974.48,1/26/2023
11,1,$1729.76,3/22/2023
71,3,$7003.43,4/22/2022
1,2,$5366.95,7/12/2022
9,2,$6263.86,5/23/2022
51,2,$6883.32,4/8/2023
55,2,$4798.62,12/15/2022
37,4,$7942.09,5/8/2022
91,5,$6096.27,6/6/2023
85,4,$1226.64,4/10/2023
11,1,$1432.41,10/8/2022
22,5,$7202.47,5/30/2023
10,4,$10250.30,10/19/2022
32,4,$2075.20,5/19/2023
78,3,$5975.18,3/14/2023
17,3,$4853.08,8/21/2022
50,5,$6725.39,1/13/2023
27,3,$9815.48,5/15/2023
34,5,$7221.61,7/10/2022
37,2,$7497.94,4/25/2022
24,4,$10437.14,8/18/2022
85,4,$4012.68,2/3/2023
49,2,$2756.33,5/18/2023
92,3,$6697.72,5/29/2023
29,2,$1173.55,2/8/2023
52,2,$4700.24,5/22/2022
40,1,$1952.77,5/17/2023
34,3,$4009.24,6/20/2022
36,2,$7145.54,3/10/2023
60,1,$5497.34,4/19/2022
74,4,$10353.65,2/9/2023
82,3,$4387.14,8/1/2022
22,1,$8072.72,1/10/2023
27,2,$3095.36,8/9/2022
76,5,$6160.87,6/24/2023
91,2,$4294.20,12/21/2022
75,2,$8241.61,2/22/2023
59,4,$8276.29,7/4/2023
36,5,$2875.41,6/17/2022
4,3,$6414.94,12/28/2022
3,4,$10507.44,8/13/2022
74,2,$3854.29,6/1/2022
7,2,$1848.39,2/5/2023
32,5,$9692.71,12/23/2022
31,5,$1836.23,2/16/2023
52,3,$1528.71,4/14/2023
57,1,$6729.65,7/17/2022
60,5,$9725.17,10/16/2022
84,1,$4240.18,5/16/2023
30,4,$3342.91,6/12/2023
17,3,$4249.94,6/19/2022
29,5,$4001.72,4/27/2023
15,1,$5566.35,2/23/2023
23,3,$1648.70,10/6/2022
35,5,$4045.31,12/31/2022
33,4,$9353.87,6/30/2022
47,1,$6295.49,4/7/2022
77,5,$6238.48,2/3/2023
87,4,$3304.24,7/1/2022
65,5,$5617.59,9/19/2022
100,5,$5275.62,4/19/2022
82,1,$6663.23,1/14/2023
90,1,$4946.89,7/4/2023
60,4,$2451.28,4/7/2023
29,4,$4731.65,10/23/2022
25,5,$4159.25,5/22/2022
13,5,$6768.52,2/9/2023
27,1,$1036.15,5/3/2023
86,2,$8450.44,5/31/2022
56,1,$3791.32,10/1/2022
15,1,$2358.21,7/29/2022
39,4,$9824.08,1/8/2023
54,3,$1140.08,3/18/2023
23,1,$7797.88,3/30/2023
91,4,$9991.43,6/20/2022
31,4,$8246.12,3/26/2023
76,5,$8043.29,7/27/2022
32,2,$8910.91,9/9/2022
95,1,$6757.63,4/30/2022
26,1,$9786.53,2/8/2023
80,3,$9406.16,5/30/2023
13,1,$5513.93,11/8/2022
4,4,$3435.86,11/17/2022
99,3,$7418.25,6/15/2023
28,4,$2081.91,5/9/2022
77,1,$8906.83,3/21/2023
12,3,$10788.68,10/12/2022
33,4,$10451.80,9/6/2022
39,4,$3964.81,6/11/2023
46,2,$8320.06,12/19/2022
70,5,$5954.69,10/27/2022
82,2,$5653.38,4/27/2022
10,3,$2681.18,8/12/2022
37,5,$2412.88,11/10/2022
61,1,$2089.95,11/28/2022
4,2,$9398.72,6/19/2022
55,2,$8219.10,6/11/2023
91,2,$6669.04,5/3/2022
33,1,$5885.17,2/28/2023
38,5,$8479.78,8/29/2022
14,3,$2287.21,7/11/2023
49,3,$2550.73,4/24/2022
3,2,$4980.69,7/1/2023
13,1,$1864.13,8/18/2022
13,4,$2354.49,5/23/2022
29,4,$2332.28,10/21/2022
91,4,$3031.34,3/14/2023
60,3,$5228.64,9/6/2022
3,5,$5035.31,5/29/2023
19,5,$8181.08,2/11/2023
93,1,$6510.91,4/13/2022
20,1,$9599.76,3/13/2023
8,5,$3471.95,5/9/2023
98,4,$10967.91,11/13/2022
22,1,$5022.38,6/14/2023
3,3,$2034.53,2/28/2023
78,2,$2068.39,8/2/2022
68,4,$3401.82,9/3/2022
55,5,$10779.27,9/5/2022
80,4,$10686.65,10/22/2022
35,3,$6136.95,12/21/2022
40,4,$5307.22,7/1/2023
9,2,$4386.15,12/24/2022
71,3,$10953.67,1/9/2023
72,4,$10260.32,5/31/2023
63,2,$7891.21,5/1/2023
91,3,$8359.89,8/29/2022
2,2,$7021.73,11/10/2022
6,5,$1523.39,4/20/2022
1,1,$8632.76,5/23/2022
87,2,$5464.18,5/3/2022
37,4,$2992.54,2/27/2023
75,2,$9117.70,2/5/2023
62,5,$1814.45,7/21/2022
98,1,$1538.17,10/2/2022
11,5,$3106.17,12/25/2022
56,1,$10124.44,2/14/2023
70,3,$6915.27,10/29/2022
44,5,$9496.27,4/8/2023
37,3,$5298.46,2/28/2023
58,5,$10283.66,4/27/2022
99,2,$4393.99,6/10/2023
4,4,$7554.13,11/14/2022
36,4,$1461.94,1/24/2023
93,1,$8212.06,8/13/2022
11,4,$7748.69,4/20/2022
44,5,$1773.62,3/16/2023
75,5,$5157.48,9/15/2022
6,5,$8765.13,3/4/2023
79,2,$3912.72,11/25/2022
92,5,$10100.52,5/31/2022
87,1,$6174.44,9/8/2022
93,1,$9737.68,5/23/2022
67,1,$4417.03,1/28/2023
61,1,$3148.30,5/11/2023
34,3,$6131.94,6/10/2023
60,1,$7169.25,5/3/2023
66,1,$2702.51,6/23/2023
35,3,$9668.32,5/15/2022
5,4,$3778.02,11/10/2022
25,3,$3520.82,7/16/2022
69,5,$8906.01,10/9/2022
79,4,$5703.81,8/4/2022
85,2,$9344.62,11/9/2022
29,4,$4294.59,7/21/2022
73,5,$9478.14,11/8/2022
