customer_id,service_id,purchase_amount,purchase_date
14,1,$2368.14,02/07/2021
74,4,$3525.48,11/24/2020
22,5,$9114.62,02/15/2022
67,1,$2439.84,01/06/2020
62,5,$7991.97,12/16/2021
52,5,$488.71,06/24/2020
7,2,$1830.92,08/27/2021
33,1,$7854.61,02/21/2020
64,4,$6403.93,02/19/2021
92,5,$1845.22,12/24/2021
61,5,$7605.90,04/02/2021
29,2,$8899.26,03/30/2020
91,5,$1838.75,08/16/2020
29,4,$7727.01,12/28/2021
14,3,$4631.66,05/22/2020
89,1,$65.81,06/09/2021
54,1,$219.78,02/17/2020
7,1,$7968.74,07/23/2021
10,3,$6065.86,08/17/2020
62,5,$9436.09,02/27/2021
98,1,$4147.87,04/18/2021
3,3,$3027.29,10/03/2020
88,5,$9789.44,06/29/2020
2,4,$3122.06,06/08/2020
69,1,$3084.33,02/15/2021
52,1,$1698.95,03/26/2020
91,3,$1488.70,09/07/2021
35,2,$7349.35,05/20/2021
28,5,$4128.50,07/21/2021
42,2,$2531.17,11/22/2020
53,5,$9176.59,01/24/2020
70,5,$4857.92,09/19/2020
56,3,$6523.18,03/29/2022
60,4,$8144.01,12/01/2020
83,2,$71.93,05/13/2020
29,4,$355.76,03/30/2021
21,3,$5183.78,03/03/2022
73,2,$8915.60,01/19/2020
31,5,$5496.72,05/16/2021
41,3,$6746.67,05/06/2020
45,5,$4638.41,01/01/2022
7,3,$6095.15,03/22/2021
24,3,$8748.65,06/23/2021
61,4,$1752.00,05/28/2020
67,1,$27.37,02/03/2020
17,4,$5090.24,12/21/2021
72,2,$328.85,12/25/2020
100,5,$9963.89,09/10/2020
13,2,$6923.07,11/03/2020
66,4,$1618.14,01/24/2021
80,4,$8242.98,02/18/2020
68,3,$2731.54,10/18/2021
42,3,$7866.16,11/15/2020
59,4,$2454.78,01/29/2021
90,5,$5785.16,07/25/2020
51,5,$4625.60,06/08/2021
34,3,$5012.20,07/24/2021
79,4,$6357.28,04/09/2021
51,1,$954.02,11/01/2021
90,2,$4066.18,11/27/2020
68,3,$6570.21,01/14/2021
32,3,$9543.98,02/15/2022
69,4,$254.05,05/20/2021
92,5,$821.72,07/17/2020
2,1,$4745.92,09/12/2020
64,1,$1578.22,10/19/2020
87,2,$175.35,02/07/2022
80,4,$9476.70,12/31/2021
45,1,$7589.44,06/20/2021
53,4,$3685.59,09/20/2020
3,4,$686.92,09/23/2021
24,1,$6046.31,10/01/2021
55,1,$6759.20,10/23/2021
18,5,$3644.62,05/17/2020
36,3,$5280.05,07/13/2020
83,4,$5940.83,11/12/2020
32,4,$177.31,08/12/2021
12,1,$4940.30,03/11/2022
56,3,$1028.41,12/23/2020
7,5,$8413.58,10/14/2020
14,4,$8911.17,04/20/2021
96,1,$1400.42,02/28/2022
19,2,$7990.34,01/13/2021
48,4,$7311.53,11/24/2020
11,4,$6850.27,02/29/2020
30,3,$9855.75,10/01/2021
85,5,$3289.16,09/23/2021
56,1,$4291.59,09/05/2021
76,2,$2714.03,09/26/2020
36,3,$6758.74,07/29/2021
45,2,$5004.84,06/22/2020
6,4,$6409.91,05/15/2020
87,5,$2737.90,10/17/2020
75,5,$3194.40,04/19/2021
87,1,$7473.37,04/14/2020
81,1,$8474.63,01/01/2020
3,2,$882.12,03/27/2022
82,4,$3667.21,06/29/2020
63,2,$4127.81,10/25/2021
63,1,$4205.11,11/02/2020
27,1,$6937.98,11/10/2020
99,2,$7212.06,06/24/2020
60,2,$1261.33,11/10/2020
30,2,$499.90,08/05/2020
100,4,$6704.26,09/11/2020
88,1,$8413.57,03/09/2020
74,3,$5499.14,04/12/2021
15,4,$8313.13,12/29/2020
8,2,$5473.56,08/26/2020
76,1,$9256.61,04/07/2020
95,2,$1800.13,05/27/2020
79,1,$82.52,01/23/2022
3,5,$3500.01,03/21/2022
13,2,$623.93,08/18/2020
1,4,$8982.75,06/28/2020
90,4,$8373.38,02/07/2021
56,3,$1846.24,03/08/2021
76,5,$4293.04,01/23/2020
23,1,$9969.81,08/02/2020
47,2,$7155.55,04/13/2020
32,2,$877.57,12/09/2021
73,5,$4730.44,03/18/2021
11,1,$7511.68,12/08/2020
54,1,$3476.86,06/18/2021
4,5,$6638.77,07/02/2020
10,3,$832.21,04/03/2021
51,2,$1039.94,03/08/2020
12,1,$5706.02,05/20/2020
28,3,$1027.61,07/05/2020
80,5,$9044.15,03/16/2020
64,1,$4195.99,05/24/2020
51,5,$4142.43,01/23/2020
14,5,$1065.98,10/27/2020
33,1,$3424.37,10/21/2020
4,3,$2902.66,02/11/2022
93,5,$1739.22,06/13/2021
55,5,$3436.66,07/05/2020
49,3,$1431.32,11/27/2020
18,2,$3180.22,06/26/2020
13,3,$9938.14,01/03/2020
3,1,$6065.51,02/12/2021
15,2,$8234.75,05/21/2020
48,3,$699.33,11/02/2021
98,5,$695.52,11/22/2020
25,4,$5591.91,04/13/2020
69,4,$5813.60,06/21/2021
24,5,$2027.31,01/19/2021
46,5,$9420.96,09/23/2020
48,5,$6794.84,05/17/2021
36,5,$7746.54,12/09/2021
65,5,$2478.48,10/16/2020
51,2,$7852.70,07/25/2020
90,4,$3048.14,12/12/2020
84,3,$564.03,04/02/2020
93,4,$1671.87,03/17/2020
72,5,$6202.91,02/24/2020
81,3,$3070.56,10/03/2020
29,2,$369.12,02/15/2022
38,3,$3098.80,11/27/2021
37,4,$8876.35,01/21/2021
16,1,$8896.55,11/18/2020
96,2,$8525.03,08/14/2020
45,1,$3976.98,02/10/2022
92,1,$9705.09,05/08/2020
71,3,$9196.67,01/01/2021
35,5,$2988.68,02/15/2021
61,1,$1166.21,02/06/2020
71,4,$6151.36,07/06/2021
58,3,$5358.97,07/03/2021
35,2,$5320.58,10/29/2020
62,3,$441.86,01/31/2020
57,1,$136.10,08/06/2021
27,4,$9602.80,02/07/2020
57,3,$898.91,03/13/2022
77,1,$2157.32,07/11/2020
1,5,$4457.44,02/19/2021
46,1,$6366.71,05/03/2020
24,2,$1241.68,12/01/2020
70,3,$5660.81,08/29/2021
42,5,$3982.75,11/05/2021
38,1,$3228.45,02/08/2020
20,4,$4614.74,12/02/2020
97,2,$7943.25,02/04/2022
36,3,$8419.06,09/13/2020
95,2,$4290.82,10/26/2021
10,5,$830.17,01/01/2020
20,5,$1872.18,03/08/2022
4,3,$4412.58,02/13/2020
9,2,$9802.91,07/18/2020
97,1,$3636.84,07/20/2020
64,3,$249.57,07/20/2021
44,2,$6376.15,02/10/2021
46,5,$2173.33,10/23/2020
51,2,$3160.95,10/04/2020
60,5,$2156.60,01/19/2020
57,3,$7388.47,10/18/2021
74,1,$8891.37,02/10/2022
16,4,$6391.67,12/28/2021
89,5,$8668.35,03/24/2020
17,3,$7045.15,12/22/2021
40,5,$7136.70,01/20/2021
60,5,$8429.42,04/08/2021
5,3,$7489.28,03/22/2021
49,2,$5679.22,05/21/2021
83,5,$5407.39,02/17/2021
77,3,$1066.60,06/18/2021
36,5,$964.80,06/26/2021
97,1,$9066.09,02/27/2022
54,5,$2877.73,04/04/2022
79,4,$1239.05,09/29/2020
64,2,$4410.94,10/12/2020
56,4,$9264.77,06/06/2021
78,3,$5169.53,05/18/2021
96,4,$5891.92,06/19/2020
21,1,$4166.62,03/17/2021
81,2,$5878.38,10/14/2020
84,4,$904.70,04/26/2020
96,2,$5920.65,06/19/2021
91,3,$2287.21,04/13/2020
73,4,$2224.40,10/23/2021
94,1,$9425.50,02/02/2022
14,1,$814.16,11/19/2020
83,1,$4758.97,12/28/2020
94,3,$126.16,03/17/2020
34,1,$2946.94,11/27/2021
47,4,$6265.08,03/03/2021
46,3,$1868.63,01/20/2022
75,4,$3435.53,08/26/2020
24,2,$9762.02,10/22/2021
25,1,$4976.40,05/16/2020
83,5,$2120.52,05/06/2020
30,5,$8904.02,01/15/2022
35,5,$2112.09,04/14/2021
28,5,$7207.47,10/07/2020
16,4,$6881.78,04/11/2021
61,1,$130.10,07/22/2020
72,3,$2401.49,02/02/2020
29,2,$6327.86,03/05/2022
12,4,$4510.26,05/30/2021
30,5,$1678.79,05/05/2021
46,4,$937.49,04/19/2020
24,3,$9338.59,07/01/2020
88,2,$5902.73,08/21/2020
99,5,$1837.78,02/12/2020
20,4,$1680.68,01/10/2020
95,1,$1389.35,09/20/2020
39,2,$3860.90,11/15/2021
90,2,$4672.90,01/26/2021
3,1,$1738.52,07/07/2020
79,1,$3505.70,10/24/2020
11,2,$3640.86,09/18/2021
