customer_id,service_id,purchase_amount,purchase_date
52,5,$8794.84,06/15/2020
21,1,$7426.80,07/07/2021
49,3,$5032.64,01/03/2022
38,5,$5998.84,08/01/2020
53,3,$9341.63,03/05/2020
4,5,$6426.96,05/04/2020
5,5,$2356.68,02/26/2021
88,5,$23.10,01/26/2020
61,5,$5582.45,10/02/2020
72,3,$3054.31,11/07/2020
25,4,$796.43,04/24/2020
26,1,$9881.46,03/15/2022
23,5,$5911.63,05/30/2020
42,4,$9649.27,10/14/2021
35,1,$9244.83,04/11/2021
49,4,$2501.89,11/06/2020
76,1,$1177.83,12/29/2020
81,3,$2110.59,10/26/2020
71,5,$3004.42,01/05/2022
25,1,$6232.92,06/27/2020
39,2,$2771.86,09/17/2021
38,2,$204.61,09/09/2020
60,1,$9817.40,04/15/2021
31,2,$5122.32,01/03/2022
47,3,$934.97,11/22/2020
47,2,$4780.53,08/08/2021
76,2,$970.70,09/03/2021
37,2,$3970.18,05/28/2020
90,3,$3048.22,03/26/2021
37,3,$1678.65,02/25/2022
6,5,$1607.78,12/11/2021
1,3,$6549.15,03/16/2020
57,2,$3473.07,10/17/2020
88,1,$8703.08,04/01/2022
23,5,$9486.48,10/01/2020
67,3,$5351.52,03/13/2021
100,4,$1270.07,10/30/2021
64,3,$7276.34,07/24/2020
83,4,$6904.91,11/12/2021
49,3,$4117.39,02/09/2021
13,4,$139.91,06/18/2020
53,1,$7896.75,12/02/2020
9,1,$2044.27,07/20/2021
30,2,$7570.93,11/25/2021
13,1,$2961.06,03/21/2020
30,1,$8661.79,08/04/2021
39,1,$1899.47,01/15/2021
72,2,$9709.56,03/25/2022
24,1,$1531.15,09/23/2021
5,1,$8858.47,12/05/2021
91,3,$3705.04,04/05/2020
9,5,$4632.84,02/25/2021
25,3,$4603.54,02/26/2022
48,3,$1192.55,03/07/2022
8,3,$9238.95,03/15/2020
85,3,$5545.70,01/26/2020
34,4,$8121.12,09/21/2021
36,4,$9369.22,05/27/2021
68,1,$3433.28,09/11/2020
69,4,$9896.57,02/16/2020
83,5,$4207.16,04/16/2020
34,4,$8924.94,07/19/2020
87,3,$5229.67,06/29/2021
47,2,$6453.81,04/01/2022
99,3,$9348.59,04/15/2021
52,3,$9955.34,11/17/2021
51,4,$7763.57,04/08/2020
55,3,$4002.60,03/21/2022
33,1,$5274.02,04/10/2021
85,4,$9857.48,05/13/2021
37,1,$9067.35,05/31/2020
19,5,$4690.86,04/05/2021
73,1,$2667.43,05/21/2021
13,4,$7819.31,01/26/2020
28,4,$8427.35,04/29/2020
69,2,$243.27,03/20/2020
82,2,$5633.34,01/19/2021
55,5,$9080.63,03/03/2022
65,5,$9330.37,10/20/2021
8,4,$3502.70,09/13/2021
34,5,$464.56,03/13/2021
29,5,$3647.88,02/03/2022
41,4,$1712.07,02/16/2020
95,2,$4274.67,09/26/2021
89,3,$5633.42,10/15/2020
62,5,$8718.64,04/25/2020
30,2,$2509.13,12/06/2021
9,1,$8781.68,03/21/2020
79,1,$9887.54,06/23/2021
100,3,$2718.95,11/15/2020
19,5,$3580.79,02/23/2021
56,4,$3821.49,05/05/2020
19,4,$3457.57,06/26/2021
88,5,$2303.16,08/16/2021
46,2,$797.12,12/16/2021
8,3,$7374.29,08/23/2020
61,4,$6558.40,02/21/2020
41,1,$4930.50,06/02/2021
6,5,$7132.37,08/24/2020
28,1,$7295.67,10/01/2020
86,5,$4914.47,02/18/2022
8,2,$8032.12,03/09/2022
78,4,$8365.98,05/01/2021
79,5,$5014.38,10/05/2020
27,2,$1103.84,08/06/2020
17,3,$9715.65,01/02/2020
15,4,$8695.84,10/07/2021
57,3,$9306.95,06/25/2020
75,2,$6517.68,11/29/2020
18,2,$9435.65,08/23/2021
64,2,$9327.37,03/28/2022
13,3,$4255.96,11/16/2020
16,2,$4091.56,02/25/2020
28,1,$5618.28,01/24/2020
75,1,$9497.45,05/30/2021
85,1,$8368.57,02/06/2022
93,2,$4572.74,10/24/2020
20,2,$5095.61,03/21/2022
28,2,$1482.12,09/21/2021
41,5,$4942.31,04/03/2022
48,1,$6880.79,09/02/2021
31,1,$3709.25,02/09/2021
29,2,$5046.61,04/01/2021
24,4,$4785.20,01/01/2021
45,3,$7603.70,07/02/2020
59,2,$6947.85,10/10/2021
24,4,$3555.96,08/26/2021
91,3,$6777.21,06/30/2021
16,1,$9927.30,06/19/2021
69,1,$8485.91,07/13/2021
61,4,$8064.58,03/09/2022
64,2,$2565.19,05/25/2020
40,4,$5174.44,06/07/2020
23,4,$3661.27,08/01/2020
63,5,$8898.98,01/22/2020
7,4,$8501.95,02/20/2020
2,5,$8272.90,09/05/2020
32,2,$6893.40,01/08/2022
90,2,$2943.80,12/21/2020
99,3,$3043.76,09/20/2021
42,4,$381.19,02/01/2021
21,1,$8935.32,07/05/2021
56,2,$5070.00,09/20/2020
35,1,$3488.30,03/17/2020
80,3,$2792.32,06/20/2021
45,4,$5282.32,12/13/2020
93,5,$6140.58,12/14/2020
2,2,$750.91,01/29/2022
19,5,$3866.85,10/18/2021
58,2,$4885.70,07/19/2020
6,1,$3257.58,08/16/2021
49,1,$2893.29,03/11/2022
13,1,$8643.28,11/25/2021
95,3,$9248.69,11/10/2021
55,5,$1661.45,08/14/2020
82,2,$7925.75,11/20/2021
27,1,$9232.18,06/09/2020
47,3,$545.03,06/24/2020
90,1,$4558.65,11/10/2021
43,3,$9012.87,04/18/2020
58,1,$3366.66,01/29/2021
27,4,$4166.92,10/17/2021
25,5,$8612.81,09/19/2020
56,1,$1944.61,01/20/2020
14,5,$5689.16,07/27/2020
97,4,$1979.17,08/25/2020
49,5,$7520.03,08/26/2020
99,5,$5905.62,06/12/2020
65,3,$5337.50,07/20/2021
79,2,$2154.57,11/01/2020
14,2,$6979.07,08/18/2021
39,3,$5991.31,03/18/2020
82,3,$6056.44,01/17/2022
2,3,$7240.04,08/08/2020
31,2,$7090.31,03/25/2021
29,1,$9087.66,06/08/2021
53,3,$5968.82,01/01/2020
62,2,$3085.67,01/21/2020
10,2,$7671.50,06/29/2020
49,2,$2206.38,05/05/2020
75,1,$5873.24,09/09/2020
67,5,$4695.42,08/10/2021
72,4,$9098.13,01/20/2022
37,4,$5910.21,02/03/2022
99,3,$8994.88,03/26/2022
32,4,$5086.83,01/16/2020
75,3,$4765.03,05/30/2020
99,4,$2660.57,01/15/2021
18,3,$6973.13,12/20/2020
80,2,$1945.14,03/15/2022
65,4,$1048.24,03/10/2021
74,1,$4357.46,10/29/2021
93,3,$7562.92,06/22/2020
23,4,$6657.91,09/15/2020
38,1,$4136.44,10/17/2020
31,3,$9732.65,05/21/2021
48,3,$8207.47,09/29/2021
94,5,$3051.29,02/25/2021
17,4,$1728.20,04/03/2020
96,3,$7055.39,08/02/2020
18,1,$3504.67,08/14/2021
99,2,$5404.19,11/18/2021
65,4,$9267.86,06/30/2021
66,3,$9731.18,02/19/2020
61,4,$5819.57,06/27/2021
71,2,$5157.02,01/22/2021
35,2,$9735.10,01/24/2020
10,3,$6814.55,10/22/2021
51,4,$5816.24,10/22/2021
86,1,$2874.48,08/19/2020
81,2,$1517.30,03/15/2022
95,3,$6791.47,05/30/2021
79,5,$9008.79,03/21/2021
95,4,$8746.61,04/07/2020
8,4,$957.96,02/06/2020
21,1,$5398.71,03/21/2022
39,2,$4558.70,08/24/2020
56,1,$4731.29,01/20/2022
91,4,$1597.50,06/22/2021
3,1,$2528.67,06/18/2020
13,1,$7441.17,02/23/2020
40,1,$3481.74,02/03/2020
22,5,$7278.88,07/20/2020
21,3,$9684.08,08/31/2020
39,1,$144.43,08/03/2021
22,4,$6388.85,01/22/2021
92,2,$3994.78,02/06/2021
85,5,$1197.81,09/19/2021
13,4,$5233.09,11/14/2020
47,5,$1396.32,07/31/2020
52,2,$6330.06,11/10/2021
7,3,$1694.22,08/18/2021
87,1,$5227.09,12/21/2021
24,5,$7880.93,03/14/2021
38,1,$8482.08,01/03/2021
62,3,$1055.40,10/31/2021
95,4,$4498.78,02/10/2022
43,1,$6642.45,10/31/2021
23,3,$544.40,06/05/2021
53,4,$2450.39,11/03/2020
63,4,$8958.74,08/10/2020
57,5,$4003.54,03/21/2022
61,3,$767.50,11/21/2020
11,3,$9867.22,05/15/2020
66,5,$1774.65,12/25/2021
47,4,$3670.17,04/07/2020
17,4,$989.23,08/14/2021
56,5,$101.10,03/28/2021
24,2,$2727.34,06/12/2021
91,3,$928.10,11/12/2020
94,3,$4893.02,10/08/2020
56,2,$2427.70,01/30/2022
84,2,$9213.25,09/01/2021
14,1,$4451.69,05/16/2021
56,2,$7908.47,03/14/2020
57,3,$507.93,03/04/2020
49,1,$6319.65,06/19/2021
94,2,$8582.01,09/15/2021
16,1,$8467.25,08/03/2021
50,3,$9503.39,11/04/2021
51,4,$2663.72,05/30/2021
54,4,$3320.94,01/03/2021
78,3,$4052.45,02/08/2021
93,1,$8576.16,02/29/2020
88,5,$1434.48,10/26/2021
