customer_id,service_id,purchase_amount,purchase_date
41,3,$7522.04,02/23/2020
49,2,$6426.00,06/13/2020
54,2,$6350.83,08/10/2020
59,5,$8153.77,10/08/2020
59,4,$4975.15,08/02/2021
52,5,$8296.90,04/13/2020
55,1,$4101.67,12/24/2020
43,2,$1517.77,04/28/2020
30,2,$1023.95,05/08/2020
30,5,$3391.81,06/09/2020
44,3,$9885.48,03/15/2021
45,1,$3788.26,01/11/2022
51,2,$370.82,10/13/2021
44,3,$3088.63,02/17/2021
52,1,$2165.24,11/20/2021
39,1,$5445.09,07/12/2020
50,2,$7342.02,05/23/2020
47,4,$2422.28,02/20/2021
46,2,$3496.08,12/31/2020
53,1,$5964.36,01/04/2020
56,3,$2144.23,04/04/2022
44,4,$9343.02,07/16/2020
48,4,$2881.29,07/06/2021
43,4,$9266.68,01/10/2020
35,5,$8817.76,12/01/2021
50,1,$1107.77,04/08/2021
38,2,$2856.90,06/09/2020
37,5,$4554.34,01/10/2021
56,1,$7640.37,07/11/2020
50,1,$7034.74,09/09/2020
30,3,$8713.76,09/04/2021
43,1,$4374.89,12/21/2021
45,2,$3367.16,03/11/2020
36,4,$355.60,01/07/2020
50,3,$6057.29,07/11/2020
44,5,$4740.12,08/07/2020
40,1,$9447.38,08/14/2021
59,4,$8910.55,07/01/2020
44,4,$5426.07,11/04/2021
39,1,$2655.17,04/25/2021
43,5,$2318.77,07/12/2020
46,1,$5084.72,02/01/2022
32,4,$6643.56,10/10/2020
39,1,$9453.87,10/03/2020
51,4,$6602.99,04/16/2020
34,2,$4423.13,01/10/2021
56,5,$4222.67,11/18/2020
37,3,$4038.46,05/01/2020
51,1,$3361.16,12/27/2021
42,3,$3327.85,04/28/2021
52,3,$5633.79,12/17/2020
42,1,$7317.96,01/03/2022
31,2,$1406.73,03/13/2021
43,4,$4367.46,01/25/2021
34,3,$8643.71,08/30/2020
32,3,$9025.15,01/10/2020
30,3,$6699.71,01/14/2022
41,3,$8445.34,12/16/2021
40,2,$7844.49,04/11/2020
40,2,$1143.11,03/14/2021
57,2,$7432.11,07/05/2020
45,5,$625.22,01/24/2021
53,4,$7371.73,02/08/2022
58,4,$1947.61,12/22/2020
42,4,$6447.59,11/27/2021
57,4,$1003.12,04/21/2020
45,3,$6869.26,07/04/2021
51,5,$6445.76,03/22/2020
45,3,$3097.61,07/26/2020
45,2,$1397.15,04/28/2021
33,1,$7407.75,09/02/2021
53,5,$7689.48,01/31/2020
42,4,$8270.03,12/31/2021
48,2,$638.66,05/07/2020
45,4,$9369.11,03/30/2021
32,5,$9736.07,01/09/2021
51,2,$5354.87,03/21/2022
44,5,$1479.72,05/21/2020
48,3,$1446.81,07/28/2021
50,1,$6149.51,02/18/2022
30,1,$5991.65,05/11/2021
48,2,$8428.58,07/24/2021
53,2,$7196.74,11/25/2021
33,3,$6667.91,04/29/2021
60,1,$9583.24,01/19/2022
44,1,$1802.68,03/11/2022
37,4,$1715.47,05/28/2021
39,3,$2453.75,07/28/2020
43,3,$4942.82,04/18/2021
51,2,$6716.10,12/06/2021
36,1,$1602.00,03/20/2021
53,2,$6365.30,07/24/2021
46,4,$3960.42,01/07/2022
59,1,$7190.78,04/05/2020
46,5,$6668.72,04/28/2021
45,4,$7173.55,08/28/2020
42,3,$8192.36,02/20/2021
34,3,$8545.08,06/14/2020
34,3,$1971.88,04/24/2021
38,5,$9839.29,12/31/2020
55,5,$6705.91,02/06/2022
46,1,$7404.08,05/26/2020
49,1,$2817.16,07/16/2020
47,1,$2712.47,01/02/2022
45,1,$9026.48,08/19/2021
44,4,$4967.84,05/31/2020
33,3,$7060.80,08/10/2020
30,4,$4546.53,01/26/2021
57,3,$3200.10,01/31/2022
39,3,$2720.75,03/21/2022
31,3,$5644.06,12/03/2020
60,3,$6044.11,11/12/2021
45,5,$5115.94,07/17/2020
53,2,$2374.53,04/13/2021
32,3,$3680.77,02/04/2022
38,1,$1133.26,12/24/2021
53,5,$3640.54,08/12/2020
46,2,$9647.09,02/02/2021
52,1,$6082.26,09/25/2020
36,4,$1686.92,11/25/2021
43,4,$1684.62,12/19/2020
41,3,$6177.99,04/03/2021
31,2,$6666.16,12/24/2021
42,3,$316.95,05/12/2020
33,2,$9273.14,09/25/2021
47,1,$18.13,01/03/2020
46,4,$6048.68,04/21/2020
42,5,$4905.96,01/09/2022
30,5,$9293.74,02/03/2021
47,2,$4209.73,05/22/2020
52,2,$819.38,01/29/2021
48,2,$4256.28,07/08/2021
50,2,$74.54,10/17/2020
51,5,$8902.18,05/11/2021
42,3,$6120.76,09/06/2021
59,2,$9515.95,09/21/2020
35,2,$8715.10,04/25/2020
53,4,$4478.73,05/30/2020
54,3,$2552.68,05/12/2021
58,2,$7706.24,05/27/2021
41,1,$1242.01,12/13/2020
53,4,$1742.88,08/10/2020
58,2,$4148.39,03/06/2020
41,5,$534.64,06/01/2020
44,3,$8578.24,10/07/2020
48,4,$3441.88,03/30/2022
32,2,$5485.78,08/31/2020
30,4,$5909.94,02/24/2021
51,2,$6879.03,10/31/2021
57,5,$4878.65,10/22/2020
34,1,$9964.24,02/12/2021
51,4,$4124.22,02/24/2022
