customer_id,service_id,purchase_amount,purchase_date
25,5,$1217.25,09/05/2021
16,3,$3514.80,03/26/2021
65,5,$3692.16,12/13/2021
50,5,$4573.97,10/13/2020
3,3,$2915.70,02/10/2022
4,3,$9884.82,01/19/2021
100,3,$4655.60,11/11/2020
87,3,$5591.39,07/06/2020
72,1,$1695.14,03/24/2021
96,2,$5011.70,07/08/2021
95,4,$4039.18,09/30/2020
56,4,$3811.03,12/02/2021
15,5,$8668.58,02/06/2022
85,1,$9592.55,10/24/2021
26,4,$7127.51,02/10/2022
11,1,$2292.08,09/28/2020
72,2,$2950.33,01/01/2020
92,3,$4228.93,02/21/2021
71,1,$5563.85,11/29/2020
49,3,$915.12,11/15/2020
75,2,$3988.25,02/02/2022
4,2,$2776.76,05/11/2020
77,2,$4702.63,04/09/2020
39,1,$6506.89,07/21/2021
34,5,$8611.48,08/19/2021
30,3,$3225.97,09/02/2021
36,1,$1836.56,10/12/2020
21,4,$9432.33,09/28/2020
89,5,$753.14,10/14/2020
27,1,$543.99,09/15/2020
83,2,$5881.42,12/15/2021
91,5,$7884.88,06/23/2021
81,4,$8039.38,04/14/2020
81,3,$2074.87,11/07/2020
7,5,$1438.30,01/02/2021
21,4,$271.82,03/02/2022
59,4,$6870.77,03/31/2021
60,1,$9608.89,10/30/2021
74,1,$6573.80,08/28/2020
24,3,$3442.74,02/17/2022
77,2,$5151.01,10/12/2021
17,5,$7341.29,05/09/2020
48,3,$9373.54,05/03/2021
56,1,$9204.34,11/01/2021
21,3,$774.82,05/17/2020
50,2,$6697.28,05/06/2020
1,1,$4989.45,07/09/2020
11,5,$2027.93,03/30/2022
10,2,$5361.04,01/08/2021
19,5,$5480.34,01/25/2020
31,2,$2783.44,12/30/2021
87,3,$1377.57,01/07/2020
21,5,$2903.93,05/09/2021
74,5,$929.15,03/06/2020
68,3,$9299.16,04/07/2020
17,3,$8776.66,03/10/2022
58,1,$5511.87,02/17/2021
24,3,$9999.04,06/14/2021
95,4,$408.93,03/12/2020
83,1,$8756.33,05/20/2021
56,3,$8580.44,03/04/2021
20,4,$9278.24,02/26/2021
64,1,$8802.37,01/29/2021
87,2,$4364.48,03/04/2020
67,5,$9754.43,02/09/2020
59,4,$5295.67,04/27/2020
49,4,$3737.95,06/26/2021
9,5,$4507.46,08/12/2021
20,2,$2438.67,02/22/2022
28,3,$6434.46,06/06/2020
19,4,$551.53,02/18/2021
24,5,$4259.13,09/10/2021
68,2,$1236.63,12/01/2021
99,4,$4412.46,12/09/2021
14,4,$8439.03,04/10/2021
26,4,$1604.73,11/02/2020
25,1,$3332.01,03/22/2021
15,1,$1785.69,07/15/2021
63,5,$1903.30,12/23/2021
44,3,$154.37,04/03/2021
34,5,$1617.93,10/08/2021
43,2,$4080.71,09/13/2021
3,4,$9547.00,05/09/2020
34,3,$7124.94,05/01/2020
99,3,$4320.19,02/24/2022
30,4,$7643.57,03/21/2020
38,2,$2839.41,08/13/2021
29,2,$3559.12,01/24/2021
27,1,$2088.10,12/21/2020
57,2,$3847.58,11/21/2021
38,1,$3710.47,01/18/2021
49,1,$7920.69,10/18/2021
28,3,$473.75,09/20/2021
95,3,$7561.39,11/23/2020
67,2,$3192.11,08/05/2020
88,3,$7421.01,12/14/2021
58,3,$7584.53,04/12/2021
70,5,$20.80,10/18/2021
22,4,$2120.38,01/25/2021
24,2,$9479.87,08/05/2021
47,2,$9637.19,03/26/2020
16,4,$112.44,12/09/2021
73,5,$8306.08,07/23/2021
69,2,$1188.50,02/19/2021
52,1,$7848.35,02/24/2020
99,4,$7797.57,06/17/2021
61,2,$9639.49,09/04/2021
76,4,$1876.32,06/01/2021
27,1,$9537.45,12/06/2020
