customer_id,service_id,purchase_amount,purchase_date
45,5,$1460.59,07/08/2020
70,3,$6168.49,05/14/2020
22,2,$4476.34,03/19/2021
60,3,$3399.41,11/29/2020
98,5,$9367.62,10/31/2020
68,1,$5012.15,03/26/2020
82,2,$7875.41,04/11/2021
86,5,$2429.90,09/20/2020
100,5,$2723.36,01/16/2021
44,5,$9783.22,03/04/2022
81,2,$3092.47,09/11/2020
100,1,$2765.50,10/02/2020
66,2,$9384.71,01/03/2020
100,3,$5173.36,02/01/2021
77,3,$4901.99,02/04/2022
32,5,$9081.56,11/07/2021
84,5,$3297.85,04/15/2020
91,4,$3735.56,03/25/2021
75,3,$7509.93,11/30/2021
51,1,$6758.31,06/02/2020
15,3,$245.61,04/05/2021
77,1,$7715.54,01/04/2020
47,3,$8953.64,05/28/2020
51,4,$5774.07,11/23/2020
26,2,$1929.10,08/25/2021
83,1,$4561.57,03/09/2021
37,3,$4374.08,02/05/2020
54,4,$5606.48,03/19/2021
1,1,$4739.85,04/15/2021
49,1,$8396.21,06/28/2021
16,2,$6266.41,07/21/2021
92,5,$7162.65,02/21/2021
84,5,$8006.62,11/26/2021
30,2,$9297.08,02/07/2020
30,2,$2845.17,09/07/2020
73,3,$7736.50,12/03/2020
70,1,$705.97,05/24/2021
7,5,$1315.88,01/22/2022
89,5,$7398.46,08/29/2021
90,5,$1609.12,11/11/2020
20,5,$9275.08,01/16/2021
74,3,$2086.03,12/24/2020
22,3,$7067.90,12/15/2020
25,1,$1129.15,05/03/2021
33,5,$6261.64,02/17/2022
50,3,$9702.75,08/01/2020
100,1,$1609.75,09/10/2021
63,4,$42.22,02/17/2021
14,5,$8393.20,03/10/2021
32,5,$8050.20,03/05/2020
31,4,$5490.34,04/28/2020
11,2,$9005.62,01/25/2021
2,2,$2563.62,07/30/2021
26,3,$5461.14,02/01/2020
61,3,$7958.27,06/16/2020
7,2,$769.83,04/26/2020
21,3,$7904.43,09/28/2020
59,5,$2049.28,02/15/2021
44,4,$3892.55,02/03/2021
67,1,$6524.78,03/27/2022
90,2,$781.66,05/19/2020
7,4,$7109.60,02/11/2021
83,2,$7645.39,12/29/2021
1,3,$5689.84,02/05/2021
40,1,$4600.89,09/15/2021
43,4,$5976.32,07/30/2020
19,5,$4263.54,03/25/2022
78,3,$5746.95,03/02/2021
31,3,$914.50,04/02/2022
94,4,$9355.38,05/24/2020
91,1,$9326.82,01/30/2020
91,1,$7982.71,10/13/2021
21,5,$4766.40,03/10/2020
3,1,$6195.84,12/10/2020
68,4,$5876.32,09/08/2020
19,5,$1751.66,02/20/2021
49,5,$5417.94,11/09/2020
65,2,$7008.98,04/30/2020
97,2,$5457.06,03/17/2021
77,1,$7055.90,06/07/2021
65,4,$360.73,04/03/2020
1,4,$9358.65,03/30/2022
39,2,$3689.55,03/20/2021
79,2,$6484.61,09/04/2020
61,1,$5682.57,04/28/2021
13,1,$6403.98,04/16/2021
52,1,$6705.60,01/20/2022
26,2,$1833.46,02/03/2020
80,1,$167.47,10/24/2020
10,2,$1611.33,07/01/2020
28,4,$5503.77,04/01/2022
34,4,$3613.92,08/21/2021
8,3,$7560.60,04/30/2020
19,1,$3136.78,02/03/2021
34,5,$8681.78,11/27/2020
44,2,$6503.72,09/16/2020
77,3,$5457.65,01/07/2020
72,5,$3491.33,07/31/2021
28,5,$6682.81,06/06/2021
85,3,$6273.02,09/03/2021
48,3,$5047.58,07/12/2021
71,1,$7241.25,01/11/2022
10,1,$4933.49,06/05/2020
67,3,$3376.21,11/19/2020
20,3,$1085.99,09/08/2021
4,3,$8867.14,04/20/2020
16,4,$8554.04,05/22/2021
44,4,$4762.31,02/19/2021
73,5,$5867.33,12/08/2021
85,4,$2846.96,05/02/2020
64,1,$5616.29,02/05/2020
2,1,$3223.74,05/31/2021
82,4,$8030.33,06/05/2021
90,1,$7469.73,10/18/2021
42,4,$806.92,01/19/2022
95,5,$6245.59,03/18/2022
66,2,$2235.75,08/12/2020
99,3,$8992.07,03/22/2021
64,1,$2345.44,09/05/2020
25,5,$140.83,12/03/2020
41,2,$8851.39,09/05/2021
45,4,$4840.38,04/05/2021
14,3,$5521.59,01/06/2021
9,2,$8005.99,07/20/2020
2,3,$9245.20,02/20/2021
89,2,$2003.00,09/11/2021
73,4,$8684.04,01/22/2021
76,2,$6610.92,12/01/2021
1,3,$5772.91,09/21/2020
29,1,$711.28,01/19/2021
58,1,$5786.95,09/23/2021
33,5,$7560.90,03/18/2020
79,4,$201.99,11/23/2020
56,4,$736.53,03/24/2021
60,1,$4960.34,11/15/2021
18,5,$3418.23,01/16/2021
23,2,$7900.93,06/26/2020
73,2,$8659.99,09/10/2021
6,2,$1776.20,09/17/2020
77,3,$447.58,12/07/2020
56,3,$3348.80,04/21/2020
47,5,$3471.97,01/22/2020
47,2,$8763.17,08/19/2020
62,5,$5445.79,08/23/2020
20,3,$2914.69,02/16/2020
48,4,$2560.27,11/19/2020
78,3,$6606.14,07/17/2020
30,4,$6314.55,07/10/2021
76,4,$143.02,02/11/2022
2,4,$1857.33,06/12/2020
49,3,$4387.30,07/13/2020
40,1,$3124.53,07/14/2021
34,4,$7801.49,02/20/2020
67,3,$5218.84,11/11/2021
74,3,$202.35,02/20/2020
17,4,$4072.42,03/24/2020
73,2,$1627.93,11/20/2020
18,2,$5709.70,03/23/2020
49,4,$2466.50,12/26/2020
70,2,$3933.71,01/26/2022
93,5,$7430.72,11/26/2020
2,1,$123.71,11/09/2020
7,1,$2201.76,11/07/2020
11,1,$1871.48,04/23/2020
70,2,$3295.85,12/18/2020
100,1,$4000.23,08/29/2021
50,3,$661.26,08/07/2020
12,2,$2535.91,12/04/2020
84,2,$8598.74,10/25/2020
70,1,$1966.08,04/19/2021
54,5,$4181.50,08/22/2020
57,2,$8587.76,01/20/2021
87,2,$133.16,03/17/2020
85,4,$7131.24,07/12/2020
23,5,$7384.89,09/03/2020
9,4,$3783.03,05/24/2020
19,1,$5774.15,05/28/2020
27,5,$453.29,02/08/2022
55,4,$5070.14,04/14/2021
61,1,$8585.98,12/07/2020
69,4,$1853.35,02/27/2022
44,3,$4099.38,11/26/2020
52,4,$8659.65,03/18/2020
76,1,$7805.00,10/08/2020
29,2,$330.97,04/09/2021
68,5,$2794.37,12/17/2020
82,3,$6329.80,11/09/2020
56,1,$8758.15,03/19/2022
77,4,$4645.93,02/24/2020
12,1,$8283.76,01/03/2022
68,5,$9958.45,03/15/2021
15,4,$6253.74,11/28/2020
79,5,$9697.94,01/19/2020
85,2,$2286.13,11/04/2020
37,3,$8410.33,05/30/2021
57,1,$3601.55,11/18/2021
61,3,$6356.61,08/05/2021
87,2,$5035.30,02/13/2021
78,2,$2119.36,12/15/2021
71,3,$9042.42,03/25/2020
51,3,$9802.22,04/02/2021
43,4,$3830.63,11/23/2020
29,5,$3750.75,09/02/2021
36,1,$1182.29,04/24/2020
75,5,$1162.19,11/22/2021
77,1,$757.60,10/24/2021
25,2,$3317.52,08/03/2021
18,4,$4897.50,07/08/2021
32,1,$2498.36,02/28/2021
14,3,$4830.24,07/08/2020
65,1,$3498.27,04/24/2020
1,1,$1803.71,05/19/2020
82,2,$8817.27,08/11/2021
34,1,$6519.46,02/28/2022
68,1,$7146.29,04/12/2020
21,4,$3221.96,06/02/2020
94,1,$3716.04,01/29/2021
18,2,$3995.40,05/29/2021
65,4,$3694.05,01/19/2021
44,4,$7784.69,08/11/2021
70,1,$1817.46,09/05/2021
1,5,$1361.59,10/17/2021
26,5,$4690.42,03/21/2022
96,5,$4449.87,02/15/2020
65,4,$4405.69,05/07/2021
27,1,$6243.55,09/30/2020
33,5,$8772.48,02/08/2022
2,5,$3042.90,02/15/2020
62,5,$7788.00,06/14/2021
46,3,$234.19,06/30/2020
18,5,$7010.92,09/08/2020
7,5,$9744.95,10/25/2020
73,2,$7235.41,04/01/2020
91,5,$8212.04,12/23/2021
29,3,$724.00,03/05/2020
19,3,$1555.26,12/22/2021
74,3,$5531.00,04/11/2021
98,2,$6788.97,04/08/2021
32,5,$5704.64,04/17/2020
100,2,$1605.67,02/13/2021
71,1,$7878.54,11/12/2021
22,3,$9923.72,06/18/2020
22,4,$8706.94,07/19/2020
70,5,$517.21,02/13/2020
2,4,$6129.83,04/01/2021
73,3,$694.87,07/09/2021
80,5,$5960.14,09/09/2021
85,5,$6370.91,10/24/2021
53,2,$1960.08,07/12/2020
54,5,$8485.50,10/30/2021
29,1,$6679.81,01/25/2022
28,4,$8676.97,07/23/2020
83,3,$2149.29,08/28/2021
30,5,$5098.30,10/20/2021
47,3,$5719.27,06/07/2021
18,5,$3604.47,11/26/2020
36,2,$395.10,06/22/2020
82,2,$275.11,02/09/2020
98,3,$7010.83,07/15/2020
23,4,$8722.11,01/20/2022
68,3,$4054.15,02/14/2022
98,5,$1141.47,06/17/2021
15,5,$9090.11,06/09/2021
96,1,$7680.92,12/01/2021
50,1,$2089.05,08/01/2021
36,2,$9285.25,03/12/2022
64,3,$1674.10,07/10/2020
53,2,$3541.70,02/08/2020
76,3,$2140.65,01/03/2021
6,1,$9073.35,11/29/2020
